element_id,part_num,color_id,design_id
6003003,3004,191,3004
6004943,3004,321,3004
6004945,3004,322,3004
6014062,3004,41,
6014077,3004,212,
6014083,3004,212,
6014278,3004,33,
6014470,3004,212,
6014504,3004,226,
6015060,3004,30,
6015118,3004,31,
6022032,3004,323,3004
6022083,3004,226,3004
6024722,3004,326,3004
6031131,3004,326,
6058257,3004,308,3004
6088532,3004,158,
6092674,3004,322,3004
6099352,3004,31,3004
6100322,3004,212,3004
6104154,3004,85,3004
6104578,3004,158,3004
6177142,3004,379,3004
6217659,3004,3,3004
6258572,3004,1050,3004
6330371,3004,92,3004
6369189,3004,78,3004
6382972,3004,1062,3004
6545348,3004,1136,3004
6548257,3004,15,3004
6583488,3004,1146,3004
6603336,3004,322,3004
6618072,3004,288,3004
6634771,3004,1147,3004
362201,3622,15,3622
362202,3622,7,3622
362205,3622,19,
3622102,3622,73,
362211,3622,1051,
3622151,3622,378,
362218,3622,92,
362221,3622,4,3622
362223,3622,1,3622
362224,3622,14,3622
362225,3622,6,
362226,3622,0,3622
362227,3622,8,
362228,3622,2,
362241,3622,36,
362244,3622,46,
362248,3622,34,
4109679,3622,2,3622
4113920,3622,19,3622
4114313,3622,8,3622
4118787,3622,25,3622
4119503,3622,13,3622
4119673,3622,18,
4119686,3622,125,
4122448,3622,27,
4122458,3622,484,
4130304,3622,351,
4130324,3622,112,
4130342,3622,68,
4130358,3622,462,
4130383,3622,47,
4133525,3622,135,
4133558,3622,22,
4143259,3622,6,3622
4155360,3622,378,3622
4162465,3622,19,3622
4163717,3622,462,3622
4164237,3622,118,3622
4164443,3622,484,3622
4166093,3622,27,3622
4176393,3622,334,
4177578,3622,10,
4183100,3622,45,45505
4187968,3622,135,
4188743,3622,45,45505
4188782,3622,351,3622
4204812,3622,13,
4211104,3622,72,3622
4211220,3622,70,3622
4211428,3622,71,3622
4216915,3622,379,
4227527,3622,47,
4227528,3622,41,
4235127,3622,85,3622
4243863,3622,1091,
4245309,3622,29,
4245311,3622,5,
4245312,3622,70,
4251160,3622,272,
4252318,3622,288,3622
4253802,3622,29,
4253803,3622,5,3622
4259891,3622,379,
4277200,3622,379,
4490696,3622,191,
4496982,3622,78,
4497009,3622,86,
4497035,3622,92,
4497073,3622,28,
4497171,3622,5,3622
4517387,3622,378,
4517513,3622,378,
4521950,3622,378,3622
4569536,3622,84,3622
4569771,3622,151,
4589604,3622,85,
4617603,3622,484,
4618655,3622,5,3622
4623169,3622,212,3622
4623908,3622,78,
4638758,3622,36,
4638764,3622,34,
4638785,3622,46,
4638806,3622,33,
6000642,3622,484,
6000881,3622,73,3622
6014065,3622,41,
6014074,3622,33,
6014079,3622,212,3622
6014087,3622,73,
6014523,3622,179,
6014540,3622,323,
6031132,3622,326,3622
6051224,3622,57,
6052345,3622,29,3622
6054863,3622,26,
6058220,3622,326,3622
6061688,3622,191,3622
6088533,3622,158,
6109896,3622,30,3622
6154879,3622,321,3622
6172587,3622,323,3622
6172762,3622,158,3622
6182777,3622,212,3622
6192922,3622,84,3622
6201646,3622,226,3622
6213783,3622,3,3622
6223734,3622,322,3622
6233955,3622,272,3622
6263221,3622,484,3622
6264025,3622,320,3622
6295228,3622,323,3622
6330616,3622,378,3622
6343280,3622,10,3622
6357794,3622,78,3622
6546179,3622,31,3622
6546609,3622,1136,3622
6550143,3622,15,3622
6554218,3622,272,3622
6602935,3622,5,3622
6605768,3622,30,3622
6635179,3622,1147,3622
301001,3010,15,3010
301002,3010,7,3010
301005,3010,19,
301010,3010,47,
301011,3010,1051,
301021,3010,4,3010
301023,3010,1,3010
301024,3010,14,3010
301025,3010,6,
301026,3010,0,3010
301027,3010,8,
301028,3010,2,
301044,3010,46,
301047,3010,57,
4112838,3010,2,3010
4113916,3010,19,3010
4114308,3010,8,3010
4118827,3010,25,3010
4119444,3010,13,3010
4119674,3010,18,
4119687,3010,125,
4122449,3010,27,3010
4122459,3010,484,
4129825,3010,20,3010
4130318,3010,112,
4130336,3010,68,
4130357,3010,462,
4133526,3010,135,
4133559,3010,22,
4143915,3010,6,3010
4153765,3010,378,3010
4162115,3010,33,
4163696,3010,73,3010
4164439,3010,484,3010
4165458,3010,73,
4165665,3010,22,3010
4167302,3010,320,3010
4167474,3010,462,3010
4169696,3010,379,3010
4173054,3010,18,3010
4176394,3010,334,
4177584,3010,10,
4178075,3010,351,
4184952,3010,74,3010
4187074,3010,379,3010
4206364,3010,26,3010
4209744,3010,118,3010
4209869,3010,41,
4211103,3010,72,3010
4211225,3010,70,3010
4211394,3010,71,3010
4216346,3010,45,
4216392,3010,212,
4224855,3010,85,3010
4227529,3010,47,
4227530,3010,41,
4234716,3010,27,3010
4243864,3010,68,
4243866,3010,1091,
4245308,3010,5,
4245571,3010,288,3010
4250601,3010,1051,3010
4253808,3010,69,3010
4256588,3010,47,
4264569,3010,272,3010
4490697,3010,191,
4496981,3010,78,
4497008,3010,86,
4497032,3010,92,
4497072,3010,28,
4517378,3010,378,
4517505,3010,378,
4518890,3010,29,3010
4521947,3010,378,3010
4570114,3010,84,3010
4585667,3010,1051,3010
4589607,3010,85,
4597484,3010,484,
4616205,3010,323,3010
4620993,3010,379,3010
4621542,3010,5,3010
4640611,3010,85,3010
6001822,3010,28,3010
6003004,3010,191,3010
6014066,3010,41,
6014080,3010,212,
6014471,3010,212,
6014487,3010,10,
6014496,3010,26,
6014506,3010,226,
6015120,3010,31,
6015260,3010,33,
6031133,3010,326,
6036232,3010,226,3010
6036238,3010,322,3010
6047565,3010,84,
6052777,3010,320,3010
6056373,3010,26,3010
6062697,3010,326,3010
6088536,3010,158,
6089772,3010,321,3010
6097586,3010,320,
6097865,3010,31,
6097867,3010,31,3010
6107188,3010,30,3010
614610,3010,47,
614640,3010,47,
6185995,3010,85,3010
6213272,3010,321,3010
6217660,3010,3,3010
6218162,3010,323,3010
6223040,3010,484,3010
6223183,3010,84,3010
6287903,3010,212,3010
6310856,3010,10,3010
6378419,3010,78,3010
6381736,3010,1062,3010
6382110,3010,158,3010
6422918,3010,1050,3010
6530044,3010,92,3010
6550135,3010,15,3010
6603319,3010,322,3010
6618074,3010,288,3010
300901,3009,15,3009
300902,3009,7,3009
300905,3009,19,
300911,3009,1051,
300921,3009,4,3009
300923,3009,1,3009
300924,3009,14,3009
300925,3009,6,
300926,3009,0,3009
300927,3009,8,
300928,3009,2,
300942,3009,41,
300944,3009,46,
300951,3009,15,
4111844,3009,2,3009
4112982,3009,19,3009
4114082,3009,8,3009
4116672,3009,6,3009
4119494,3009,13,3009
4119495,3009,18,
4119688,3009,125,
4122450,3009,27,3009
4125974,3009,25,
4130317,3009,112,
4130335,3009,68,
4130356,3009,462,
4130397,3009,47,
4133527,3009,135,
4141149,3009,118,3009
4142707,3009,57,
4155053,3009,378,3009
4161343,3009,1051,3009
4162760,3009,25,
4164447,3009,484,3009
4165662,3009,22,3009
4166639,3009,335,3009
4172684,3009,73,3009
4173053,3009,18,3009
4177583,3009,10,
4189007,3009,25,3009
4206363,3009,26,3009
4211100,3009,72,3009
4211193,3009,70,3009
4211393,3009,71,3009
4215432,3009,5,
4216936,3009,379,3009
4223789,3009,320,3009
4224048,3009,89,3009
4225242,3009,85,3009
4235131,3009,47,
4243865,3009,1091,
4247151,3009,28,3009
4249167,3009,288,3009
4250604,3009,1051,3009
4253809,3009,69,3009
4264575,3009,272,3009
4271446,3009,27,
4496980,3009,78,
4497007,3009,86,
4497031,3009,92,
4497071,3009,28,
4517509,3009,378,
4537919,3009,27,3009
4541528,3009,320,3009
4569381,3009,84,3009
4585670,3009,1051,3009
4589609,3009,85,
4616203,3009,323,3009
4619653,3009,322,3009
4620992,3009,379,3009
4641356,3009,321,3009
4649911,3009,484,
6000743,3009,484,3009
6009665,3009,378,3009
6014067,3009,41,
6014072,3009,33,
6014485,3009,10,
6014495,3009,26,
6020143,3009,326,3009
6031134,3009,326,
6047258,3009,288,
6052251,3009,35,
6054859,3009,29,
6056382,3009,26,3009
6088537,3009,158,
6097869,3009,31,3009
6099341,3009,84,3009
6107189,3009,30,3009
6177081,3009,378,3009
6186542,3009,191,3009
6221672,3009,272,3009
6225539,3009,321,3009
6227921,3009,323,3009
6251851,3009,5,3009
6251908,3009,30,3009
6264957,3009,1050,3009
6380130,3009,1062,3009
6396079,3009,3,3009
6424639,3009,31,3009
6541347,3009,226,3009
6546607,3009,1136,3009
6548259,3009,15,3009
6552097,3009,15,
6554211,3009,272,3009
6603286,3009,322,3009
6635177,3009,1147,3009
6635206,3009,30,3009
300801,3008,15,3008
300802,3008,7,3008
300805,3008,19,
3008102,3008,73,
3008106,3008,25,
300811,3008,1051,
3008126,3008,52,
300821,3008,4,3008
300822,3008,351,3008
300823,3008,1,3008
300824,3008,14,3008
300825,3008,6,3008
300826,3008,0,3008
300827,3008,8,
300828,3008,2,
300840,3008,47,
300842,3008,41,
4112536,3008,47,
4112839,3008,2,
4114080,3008,19,
4114081,3008,8,3008
4119689,3008,125,
4124002,3008,19,3008
4125973,3008,25,
4130316,3008,112,
4130334,3008,68,
4130376,3008,46,
4133528,3008,135,
4143953,3008,2,3008
4155051,3008,378,3008
4159774,3008,19,3008
4163660,3008,9,3008
4172974,3008,27,3008
4178316,3008,484,3008
4189008,3008,351,3008
4206362,3008,26,
4206616,3008,6,
4211099,3008,72,3008
4211392,3008,71,3008
4212304,3008,6,3008
4212946,3008,212,
4216448,3008,110,
4224480,3008,85,3008
4224519,3008,320,3008
4243867,3008,1091,
4245294,3008,70,
4251561,3008,6,3008
4257345,3008,47,
4261931,3008,272,3008
4263776,3008,70,3008
4271435,3008,288,
4496291,3008,288,
4496979,3008,78,
4517381,3008,378,
4517508,3008,378,
4518560,3008,308,3008
4521949,3008,378,3008
4528727,3008,80,63322
4562314,3008,34,
4562316,3008,182,
4569383,3008,84,3008
4589611,3008,85,
4597485,3008,484,
4649908,3008,73,
4649909,3008,73,
4649968,3008,272,
4649970,3008,272,
4649976,3008,73,
6000748,3008,484,3008
6014472,3008,212,
6024124,3008,28,3008
6051244,3008,57,
6055565,3008,378,
6058219,3008,326,3008
6097868,3008,31,3008
6109970,3008,30,3008
6117315,3008,226,3008
6264069,3008,484,3008
6277303,3008,272,3008
6289133,3008,3,3008
6304892,3008,323,3008
6377006,3008,321,3008
6396749,3008,84,3008
6440963,3008,78,3008
6488207,3008,212,3008
6550134,3008,15,3008
6577789,3008,378,3008
6595939,3008,31,3008
6624523,3008,5,3008
300301,3003,15,3003
300302,3003,7,3003
300303,3003,18,
300305,3003,19,
300311,3003,1051,
300321,3003,4,3003
300322,3003,351,3003
300323,3003,1,3003
300324,3003,14,3003
300325,3003,6,
300326,3003,0,3003
300327,3003,8,
300328,3003,2,3003
300352,3003,7,
300371,3003,4,
300373,3003,1,
300374,3003,14,
4103587,3003,0,
4103588,3003,14,
4103589,3003,1,
4103590,3003,4,
4103591,3003,7,
4103592,3003,15,
4110008,3003,8,3003
4114306,3003,19,3003
4119643,3003,25,
4119666,3003,125,
4120399,3003,3,3003
4122451,3003,27,
4122460,3003,484,
4122471,3003,41,
4130302,3003,13,
4130311,3003,112,
4130330,3003,68,
4130353,3003,462,
4130389,3003,47,
4133530,3003,135,
4133552,3003,22,
4140745,3003,6,3003
4153825,3003,25,3003
4155059,3003,378,3003
4159006,3003,20,3003
4161341,3003,1051,3003
4162705,3003,73,
4162706,3003,92,
4164440,3003,484,3003
4165649,3003,22,3003
4166634,3003,335,3003
4167477,3003,462,3003
4176398,3003,334,
4177587,3003,10,
4196738,3003,379,3003
4201235,3003,73,3003
4205047,3003,73,
4206357,3003,26,3003
4209117,3003,10,3003
4211060,3003,72,3003
4211210,3003,70,3003
4211387,3003,71,3003
4220632,3003,27,3003
4225125,3003,85,3003
4243702,3003,143,
4243869,3003,1091,
4245306,3003,5,
4245307,3003,29,
4249697,3003,320,
4249850,3003,320,3003
4250056,3003,69,3003
4250613,3003,1051,3003
4251571,3003,5,3003
4255416,3003,28,3003
4264580,3003,272,
4266895,3003,288,3003
4271436,3003,288,
4296785,3003,272,3003
4496972,3003,78,
4497002,3003,86,
4497029,3003,92,
4497068,3003,28,
4497170,3003,5,
4517511,3003,378,
4517992,3003,5,3003
4521993,3003,82,62404
4539104,3003,320,3003
4550359,3003,29,3003
4561494,3003,182,
4585678,3003,1051,3003
4589613,3003,85,
4597486,3003,484,
4623773,3003,308,
4642424,3003,378,
4645051,3003,191,
4645062,3003,84,
4653960,3003,85,3003
4653970,3003,322,3003
4655730,3003,26,3003
6014068,3003,41,
6014093,3003,212,
6014520,3003,308,
6018249,3003,92,
6051567,3003,82,15591
6058085,3003,84,3003
6070321,3003,30,3003
6075624,3003,378,3003
6088538,3003,158,
6088594,3003,323,
6089775,3003,321,
6089861,3003,40,
6092677,3003,308,3003
6099349,3003,31,3003
6099350,3003,31,
6162889,3003,297,3003
6212064,3003,226,3003
6212081,3003,484,3003
6214611,3003,288,3003
622349,3003,42,
6295078,3003,191,3003
6297283,3003,78,3003
6314091,3003,3,3003
6422920,3003,1050,3003
6426720,3003,323,3003
6427903,3003,1062,3003
6442896,3003,10,3003
6506825,3003,379,3003
6543345,3003,1136,3003
6544543,3003,158,3003
6545844,3003,30,3003
6548256,3003,15,3003
6552095,3003,15,
6603316,3003,322,3003
6609904,3003,321,3003
300201,3002,15,3002
300202,3002,7,3002
300205,3002,19,
300210,3002,47,
300211,3002,1051,
300221,3002,4,3002
300223,3002,1,3002
300224,3002,14,3002
300225,3002,6,3002
300226,3002,0,3002
300227,3002,8,
300228,3002,2,
300251,3002,15,
300252,3002,7,
300271,3002,4,
4108111,3002,47,
4109674,3002,2,3002
4114320,3002,8,3002
4119675,3002,18,
4119691,3002,125,
4122452,3002,27,
4122461,3002,484,
4125971,3002,25,
4130300,3002,13,
4130301,3002,351,
4130310,3002,112,
4130329,3002,68,
4130352,3002,462,
4133531,3002,135,
4133553,3002,22,
4153757,3002,378,3002
4153826,3002,25,3002
4159269,3002,6,3002
4159739,3002,19,3002
4162148,3002,47,
4162153,3002,1051,
4163453,3002,320,3002
4165998,3002,484,3002
4170245,3002,379,3002
4176399,3002,334,
4177579,3002,10,
4205030,3002,351,3002
4210130,3002,73,3002
4211105,3002,72,3002
4211386,3002,71,3002
4216668,3002,70,3002
4220631,3002,27,3002
4227937,3002,5,3002
4235123,3002,85,3002
4243871,3002,1091,
4245293,3002,29,
4247226,3002,26,3002
4271437,3002,288,
4490698,3002,191,
4496292,3002,288,
4496971,3002,78,
4497001,3002,86,
4497028,3002,92,
4497067,3002,28,
4497169,3002,5,
4517504,3002,378,
4518892,3002,29,3002
4589614,3002,85,
4597487,3002,484,
4618537,3002,378,3002
4638761,3002,36,
4638790,3002,34,
4638795,3002,46,
4638809,3002,33,
4642414,3002,378,
4645039,3002,28,
4645052,3002,191,
4645063,3002,84,
6014085,3002,212,
6014475,3002,212,
6015127,3002,26,
6015496,3002,179,
6031136,3002,326,
6051263,3002,57,
6088514,3002,182,
6088539,3002,158,
6089844,3002,321,
6143708,3002,5,3002
6366701,3002,10,3002
6366705,3002,85,3002
6366706,3002,212,3002
6385309,3002,272,3002
6473444,3002,326,3002
6536259,3002,484,3002
6550133,3002,15,3002
300101,3001,15,3001
300102,3001,7,3001
300105,3001,19,
300111,3001,1051,
300121,3001,4,3001
300123,3001,1,3001
300124,3001,14,3001
300125,3001,6,
300126,3001,0,3001
300127,3001,8,
300128,3001,2,
300173,3001,1,
4106356,3001,2,3001
4112531,3001,12,
4112545,3001,1051,
4112546,3001,6,
4113855,3001,8,3001
4114319,3001,19,3001
4116259,3001,7,
4119442,3001,383,
4119641,3001,25,
4119664,3001,125,
4119676,3001,18,
4119698,3001,13,
4119699,3001,351,
4122453,3001,27,
4122462,3001,484,
4124052,3001,6,3001
4130309,3001,112,
4130328,3001,68,
4130351,3001,462,
4130388,3001,47,
4133532,3001,135,
4133554,3001,22,
4143667,3001,3,3001
4153827,3001,25,3001
4155057,3001,378,3001
4162339,3001,1051,3001
4163803,3001,320,3001
4164438,3001,484,3001
4165450,3001,73,
4165644,3001,22,3001
4165967,3001,27,3001
4166490,3001,92,
4166636,3001,335,3001
4173359,3001,18,3001
4176402,3001,334,
4177580,3001,10,
4186359,3001,379,3001
4205032,3001,13,3001
4205058,3001,73,3001
4205060,3001,112,3001
4205151,3001,351,3001
4205154,3001,462,3001
4211085,3001,72,3001
4211201,3001,70,3001
4211385,3001,71,3001
4216539,3001,114,
4216917,3001,212,3001
4225243,3001,85,3001
4227659,3001,29,3001
4227660,3001,69,3001
4229354,3001,1001,3001
4229355,3001,5,3001
4229356,3001,191,3001
4243872,3001,1091,
4247145,3001,28,3001
4250057,3001,226,3001
4250614,3001,1051,3001
4260493,3001,288,3001
4264581,3001,272,
4281546,3001,82,54534
4292043,3001,92,
4496970,3001,78,
4497000,3001,86,
4497066,3001,28,
4497167,3001,5,
4497168,3001,29,
4517510,3001,378,
4520632,3001,29,3001
4528634,3001,334,72841
4530029,3001,272,3001
4541369,3001,320,3001
4561491,3001,34,
4561495,3001,182,
4585679,3001,1051,3001
4589602,3001,85,
4597488,3001,484,
4616202,3001,323,3001
4623295,3001,378,3001
4625629,3001,322,3001
4626935,3001,85,3001
4638760,3001,36,
4638788,3001,46,
4638800,3001,33,
4642412,3001,378,
4645053,3001,191,
4645064,3001,84,
4655172,3001,321,3001
4655173,3001,30,3001
6013582,3001,321,
6013583,3001,30,
6013584,3001,31,
6013585,3001,158,
6014071,3001,41,
6014081,3001,212,
6014474,3001,212,
6014481,3001,10,
6014498,3001,26,
6014528,3001,179,
6015129,3001,226,
6016460,3001,326,3001
6051546,3001,82,15589
6052830,3001,379,3001
6057588,3001,320,3001
6075626,3001,378,3001
6100027,3001,191,3001
6117319,3001,226,3001
6117418,3001,320,3001
6135191,3001,84,3001
6146863,3001,323,3001
6212082,3001,484,3001
6224211,3001,379,3001
6248847,3001,5,3001
6249422,3001,3,3001
6275133,3001,272,3001
6353072,3001,308,3001
6373312,3001,226,3001
6406007,3001,379,3001
6422921,3001,1050,3001
6426721,3001,323,3001
6426723,3001,31,3001
6427901,3001,1062,3001
6487946,3001,484,3001
6542059,3001,158,3001
6552094,3001,15,3001
6555737,3001,212,3001
6583487,3001,1146,3001
6603313,3001,322,3001
6609903,3001,5,3001
6635843,3001,1147,3001
245601,2456,15,2456
245602,2456,7,2456
245605,2456,19,
2456106,2456,25,
245611,2456,1051,
2456113,2456,45,
245621,2456,4,2456
245623,2456,1,2456
245624,2456,14,2456
245625,2456,6,
245626,2456,0,2456
245627,2456,8,
245628,2456,2,
245640,2456,47,
245641,2456,36,
245642,2456,41,
245643,2456,33,
245644,2456,46,
245647,2456,57,
245648,2456,34,
245649,2456,42,
4114252,2456,8,2456
4119642,2456,25,
4119665,2456,125,
4119677,2456,18,
4122454,2456,27,
4129978,2456,6,
4130308,2456,112,
4130327,2456,68,
4130350,2456,462,
4130387,2456,47,
4133533,2456,135,
4133555,2456,22,
4142867,2456,2,2456
4143256,2456,19,2456
4143675,2456,6,2456
4155060,2456,378,2456
4162340,2456,1051,
4173050,2456,18,44237
4177581,2456,10,
4178625,2456,334,
4181134,2456,19,44237
4181135,2456,2,44237
4181136,2456,8,44237
4181137,2456,7,44237
4181138,2456,4,44237
4181139,2456,1,44237
4181140,2456,6,44237
4181141,2456,378,44237
4181142,2456,15,44237
4181143,2456,14,44237
4181144,2456,0,44237
4181145,2456,18,44237
4194091,2456,484,
4210135,2456,73,
4210875,2456,72,44237
4211795,2456,71,44237
4216615,2456,70,44237
4227130,2456,85,44237
4243873,2456,1091,
4249698,2456,15,44237
4253796,2456,226,44237
4259892,2456,7,2456
4271438,2456,7,2456
4271447,2456,27,44237
4274668,2456,71,
4277201,2456,379,
4278087,2456,25,
4282819,2456,72,
4286200,2456,70,
4490699,2456,191,
4496294,2456,288,
4496339,2456,320,
4496983,2456,78,
4497010,2456,86,
4497037,2456,92,
4497075,2456,28,
4517512,2456,378,
4589615,2456,85,
4597489,2456,484,
4640894,2456,321,
4642410,2456,378,
4645065,2456,84,
4649910,2456,73,
4649967,2456,272,
4649975,2456,73,
6014069,2456,41,
6014073,2456,33,
6014086,2456,212,
6014484,2456,10,
6015151,2456,226,
6015155,2456,31,
6022000,2456,322,44237
6031138,2456,326,
6047490,2456,288,
6051247,2456,57,
6052252,2456,35,
6052253,2456,36,
6054860,2456,29,
6088593,2456,158,
6088648,2456,182,
6089268,2456,320,44237
6089782,2456,321,
6089871,2456,40,
6099360,2456,31,
6100239,2456,272,44237
6102903,2456,10,44237
6115808,2456,30,44237
6147004,2456,85,44237
6162897,2456,73,44237
6215657,2456,288,44237
6228963,2456,29,44237
6249420,2456,3,44237
6350413,2456,84,44237
6377926,2456,1062,44237
6382506,2456,25,44237
6422922,2456,1050,44237
6422924,2456,27,44237
6490208,2456,308,44237
6511224,2456,484,44237
6527653,2456,1062,44237
6552122,2456,15,44237
6603318,2456,322,44237
6609905,2456,5,44237
6609906,2456,321,44237
6609907,2456,191,44237
6614509,2456,28,44237
6635167,2456,1147,44237
300701,3007,15,3007
300702,3007,7,3007
300705,3007,19,
300711,3007,1051,
3007151,3007,378,
300721,3007,4,3007
300723,3007,1,3007
300724,3007,14,3007
300725,3007,6,
300726,3007,0,3007
300727,3007,8,
300728,3007,2,
4116649,3007,8,3007
4118826,3007,25,3007
4119667,3007,125,
4130315,3007,112,
4130333,3007,68,
4130386,3007,47,
4133534,3007,135,
4141384,3007,2,3007
4141533,3007,19,3007
4155359,3007,378,
4160049,3007,27,
4161342,3007,1051,
4165456,3007,73,
4195170,3007,18,3007
4200932,3007,6,
